index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
3219|3220|4.39||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-05
3219|3220|4.39||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-06
3220|3221|12.69||[]|[]|
3221|3222|1.86||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3222|3223|12.46||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-03-01
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-03
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-04
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-05
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-06
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-07
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-08
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-09
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-12
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-13
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-14
3223|3224|14.38||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14), datetime.date(2018, 6, 15)]|2018-06-15
3224|3225|1.04|2018-07-02|[datetime.date(2018, 3, 1)]|[]|2018-03-01
3225|3226|17.03||[]|[]|
3226|3227|2.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-03-01
3226|3227|2.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-02
3226|3227|2.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-04
3226|3227|2.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-05
3226|3227|2.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6)]|2018-06-06
3227|3228|18.13||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-03-01
3227|3228|18.13||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-02
3227|3228|18.13||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-04
3227|3228|18.13||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-06
3227|3228|18.13||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-07
3228|3229|7.04||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3229|3230|0.86||[]|[datetime.date(2018, 6, 5)]|2018-06-05
3230|3231|3.51||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-03-01
3230|3231|3.51||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-06-08
3230|3231|3.51||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-06-10
3231|3232|3.67||[]|[]|
3232|3233|10.32||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-03-01
3232|3233|10.32||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-03
3232|3233|10.32||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-04
3232|3233|10.32||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-05
3232|3233|10.32||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 7)]|2018-06-07
3233|3234|9.33||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3234|3235|9.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-03-01
3234|3235|9.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-06-08
3234|3235|9.19||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 10)]|2018-06-10
3235|3236|2.47||[]|[]|
3236|3237|3.92||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-03-01
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-02
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-03
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-04
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-05
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-06
3237|3238|16.24||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7)]|2018-06-07
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-01
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-02
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-04
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-05
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-06
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-07
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-08
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
3238|3239|9.01||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-01
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-05
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-06
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-07
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-08
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
3239|3240|0.87||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
3240|3241|6.12||[]|[]|
3241|3242|11.34||[]|[]|
3242|3243|3.81||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10)]|2018-03-01
3242|3243|3.81||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10)]|2018-06-05
3242|3243|3.81||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 5), datetime.date(2018, 6, 10)]|2018-06-10
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-01
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-02
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-03
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-05
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-06
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-07
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-08
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
3243|3244|13.46||[datetime.date(2018, 3, 1)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
3244|3245|1.02||[datetime.date(2018, 3, 1)]|[]|2018-03-01
3245|3246|84.51||[datetime.date(2018, 3, 11), datetime.date(2018, 5, 21)]|[]|2018-03-11
3245|3246|84.51||[datetime.date(2018, 3, 11), datetime.date(2018, 5, 21)]|[]|2018-05-21
3246|3247|7.79||[datetime.date(2018, 3, 11)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9)]|2018-03-11
3246|3247|7.79||[datetime.date(2018, 3, 11)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9)]|2018-06-06
3246|3247|7.79||[datetime.date(2018, 3, 11)]|[datetime.date(2018, 6, 6), datetime.date(2018, 6, 9)]|2018-06-09
3247|3248|3.11||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7)]|2018-03-31
3247|3248|3.11||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7)]|2018-06-07
3248|3249|11.91||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 13)]|2018-03-31
3248|3249|11.91||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 13)]|2018-06-07
3248|3249|11.91||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 13)]|2018-06-13
3249|3250|15.38||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12)]|2018-03-31
3249|3250|15.38||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12)]|2018-06-07
3249|3250|15.38||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12)]|2018-06-08
3249|3250|15.38||[datetime.date(2018, 3, 31)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 12)]|2018-06-12
3250|3251|0.8||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-02-28
3250|3251|0.8||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-08
3250|3251|0.8||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-09
3250|3251|0.8||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-10
3250|3251|0.8||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11)]|2018-06-11
3251|3252|46.92|2018-07-06|[]|[]|
3252|3253|7.03||[datetime.date(2018, 2, 28)]|[]|2018-02-28
3253|3254|43.25||[]|[]|
3254|3255|2.35||[]|[]|
3255|3256|1.05||[]|[]|
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-02
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-03
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-04
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-06
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-07
3256|3257|1.03||[]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8)]|2018-06-08
3257|3258|54.12||[]|[]|
3258|3259|2.66||[]|[]|
3259|3260|12.82||[]|[]|
3260|3261|14.11||[]|[]|
3261|3262|55.02|2018-07-06|[]|[datetime.date(2018, 6, 11)]|2018-06-11
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-02-28
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-03
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-04
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-05
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-06
3262|3263|3.47||[datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 4), datetime.date(2018, 6, 5), datetime.date(2018, 6, 6), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-08
